,dates,NEE_uStar_f,LH_f,VPD_orig,Tower_T,2DWindspeed,NetRadi,H2,O18,C13
955,2020-04-13,-2.4066188419808805,47.47281537148283,7.707854582472778,7.53549791666667,1.8531787507304711,187.95325581395346,,,-27.0306679272238
956,2020-04-14,-2.390128634449756,47.71589832714648,8.162822904843884,9.703693750000001,2.300857149698696,174.50851063829782,-138.282960691489,,-27.3693341310587
957,2020-04-15,-3.2429137170272475,35.706846033333335,5.294342783029452,11.02941875,2.2822032450177385,155.34,,,-28.2392867020817
958,2020-04-16,-1.5853068455307178,44.074534743672835,6.129290996190844,9.520666666666667,2.830801678614687,170.478085106383,,,-26.7047312002988
959,2020-04-17,-1.932221157827381,48.74355141626983,8.78883672073593,9.932689583333334,1.9284706447296163,166.1654166666667,,,-26.8509855446079
960,2020-04-18,-2.687440381400585,39.556411728995094,6.430861596647499,10.423604166666664,2.135968627850827,47.49127659574467,-116.075228179271,,-26.0097419174817
961,2020-04-19,-2.9788418772140166,33.0485101121693,3.191879469610013,9.1841625,1.5639817478006055,118.62895833333334,,,-27.7038778222101
962,2020-04-20,-2.4157644576971795,33.78987292063493,5.016221757623784,9.568041666666666,1.7689945130331814,188.42234042553193,,,-26.4198549397888
963,2020-04-21,-3.8497214920654828,36.76838154375,4.909621784889318,10.505922916666666,2.3368034651664042,67.50500000000001,,,-28.4636381932657
964,2020-04-22,-1.0428889194677684,20.908098001868574,1.8239667819832353,8.603289583333332,1.3922565512201874,48.24166666666667,-140.893701129923,,-27.6892000054756
965,2020-04-23,-1.2465753301292364,32.17266520675607,2.3671099120489654,9.904535416666665,2.459286762298859,60.504999999999995,-130.371712305714,-15.5576972106244,-27.9738787302763
966,2020-04-24,-2.223450468998094,28.284586242567,1.7211453728850703,8.818664583333334,1.17807876187081,65.12166666666668,-107.183693805474,,-27.7136285691825
967,2020-04-25,-1.9536034952491788,32.305049713078304,3.128462286003386,10.794733333333333,1.3804637219370113,147.26104166666667,,,-27.5297753459079
968,2020-04-26,-3.12929349220885,42.62430814325143,5.716175603635696,9.240220833333332,1.5315551095555808,174.19511111111112,-93.9691518001654,,
969,2020-04-27,-3.0257086746871185,61.82437756198411,5.829059264771995,11.412185416666667,2.5235283602239553,199.34173913043472,-103.257425209954,,
970,2020-04-28,-3.715275787654113,46.9784102943768,4.961551302545204,11.403087499999998,1.6708259159334968,178.57204545454545,,,
971,2020-04-29,-1.3191024563475187,55.28180063085318,6.693397050127968,14.833370833333335,1.8447338266826592,167.6443478260869,,,
972,2020-04-30,-1.103990869539094,47.35825199155719,3.912067914331379,11.303149999999997,2.3501193361225297,137.8216666666667,,,
973,2020-05-01,-2.4810739291081974,43.21392570600113,4.599256702505,7.741462500000001,1.4378080781972074,144.56375,,,
974,2020-05-02,-0.014894754475320926,17.270413234768128,2.9714026098375768,9.504327083333335,1.131547183872839,66.86604166666665,,,
975,2020-05-03,-2.4642201517316016,34.05977888536783,2.194677243187192,6.53206875,1.4013913845661083,176.88021276595745,,,
976,2020-05-04,-3.079810990881383,49.19674874652778,4.7183247508107735,7.327547916666666,1.558359592374047,194.32043478260874,,,
977,2020-05-05,-1.7532032226673833,52.713227676593355,7.3452290004845855,12.797822916666666,1.5823978506880065,162.80458333333334,,,
978,2020-05-06,-2.381556655098304,42.128068031138596,4.855044102590656,10.421391666666667,2.484940020864556,121.84458333333332,,,
979,2020-05-07,-3.234310768896199,75.55716765972223,5.099413239196448,8.280133333333335,2.5863934149688146,224.38777777777779,,,-25.3757292279021
980,2020-05-08,-2.1806981882716965,70.2976267723206,10.896668372794123,14.576858333333336,3.3256476772017023,216.9158695652174,,,-27.0000092838995
981,2020-05-09,-0.551583729970971,73.63984784069113,12.81142700682887,17.383169047619045,2.497207397656824,145.21309523809526,,,-27.7464404268874
982,2020-05-10,-0.4359715388508602,77.66689328508102,14.58119319969478,19.121331914893616,2.65887932937773,162.25234042553188,,,-27.5496464010091
983,2020-05-11,-1.2572767773380333,64.14032923819445,11.822274546572151,17.106102083333333,1.9352423958161176,100.73020833333334,,,-27.6827679533393
984,2020-05-12,-2.0127389617925213,37.16009371638273,1.7736162156108406,10.337056249999998,1.4488698841809577,115.83250000000002,,,-24.9408204081946
985,2020-05-13,-2.4114919437624827,49.10336185513009,2.0590255222067806,9.624616666666663,1.4043779429194487,115.07499999999999,,,
986,2020-05-14,-1.3454428904664815,42.160911065259235,2.344415499564903,9.81578958333333,1.299640026839479,115.28479166666666,,,-27.6254704540968
987,2020-05-15,-2.621809543415883,51.75209021283805,2.096558472087701,10.152995833333334,1.3022551669274065,145.81895833333337,,,-27.5957360969219
988,2020-05-16,-1.3641482204357462,40.799503407837285,4.01041022892004,11.766739583333331,1.1394530969645362,86.32166666666667,,,-27.6845846054936
989,2020-05-17,-3.7089843860018106,53.364396451951734,4.665930780408708,12.030470833333332,1.417837862216232,139.85395833333337,,,-28.0044350356321
990,2020-05-18,-1.741240400448559,37.587267688831865,2.7863888959663825,10.975714583333334,1.2171678695392278,93.49489361702128,,,-27.6995643437115
991,2020-05-19,-2.0543696938131317,33.83743402675595,3.3967504620805666,11.135339583333328,2.210945017281718,58.38895833333331,,,-28.5689354462977
992,2020-05-20,-2.7813707725237755,30.79239701874999,3.220344492035197,10.766445833333334,2.6400272821370403,92.35104166666667,,,
993,2020-05-21,-2.468341132345871,44.77133460816534,1.8298499608768692,8.197354166666665,2.373946785779759,140.93229166666666,,,-27.5367472241577
994,2020-05-22,-3.382906424502672,55.46678631944551,2.2082791056992703,6.856129787234042,2.070398712230164,183.82042553191494,,,
995,2020-05-23,-2.5321096575426205,57.78097321388887,3.2549760554970937,8.439174999999999,2.345351703628243,121.34854166666668,,,-26.7282310950076
996,2020-05-24,-2.998491868937316,49.222748801967604,5.207795076613717,11.516562499999997,1.6529765707588302,203.24604166666666,,,-27.0658332645479
997,2020-05-25,-1.4879527340675003,33.90329113548789,4.538218919180806,13.826345833333335,1.3797397057739982,99.60355555555553,,,-28.1053886214201
998,2020-05-26,-1.4075152602936365,46.80078270041131,4.648249700961268,14.897197916666672,1.5914529042601229,210.59041666666667,,,-27.6693376172605
999,2020-05-27,1.85679172266764,67.18269257142856,10.153166527850152,15.825614583333333,2.037572232575051,216.06062499999996,,,-28.2416191874725
1000,2020-05-28,2.659562662915055,77.54552248054695,,20.605014583333332,2.3005001178820375,218.45212765957442,,,-27.9790541368469
1001,2020-05-29,,72.73158745267686,,21.751233333333328,1.8464665780727187,226.00425531914888,,,-27.7147089114022
1002,2020-05-30,,26.063609126589977,6.521086988425417,16.776122916666665,2.3369443750782923,63.36166666666666,,,-27.9630736575243
1003,2020-05-31,-2.815582227651516,56.72397359045766,3.336031641008418,9.952704166666665,2.534843814210354,173.9439583333333,,,-28.7255837829297
1004,2020-06-01,-2.0824073981951763,56.88445940557659,5.601431739098131,11.179087499999996,1.9411243605624333,265.60441860465113,,,
1005,2020-06-02,-2.0272681601769977,54.8190335228251,9.073331368066972,14.081587499999998,2.026630053660434,197.2825,,,-27.3915499295262
1006,2020-06-03,0.8578302861280785,67.21565861544823,10.512563835350305,15.237249999999998,2.1440086890093877,220.78458333333336,-94.0520555506229,,-27.5039737753246
1007,2020-06-04,-1.8483460143511212,52.001859477541664,8.464763677497787,14.7651375,2.122002737464268,209.27208333333328,,,-28.232545077171
1008,2020-06-05,-0.2994998702308583,49.85472287847222,7.262234439919271,14.68882916666667,1.8504241396806875,121.91250000000001,,,-27.2934798802235
1009,2020-06-06,0.1807323201954103,46.48951905474161,4.196633955398126,10.980004166666673,1.9365468476458065,108.99833333333333,,,-27.0346111073396
1010,2020-06-07,-2.022795999641436,40.9278191035991,1.9149232579854916,7.869658333333334,1.730289134937862,139.570625,,,-27.4443707532595
1011,2020-06-08,-2.7532304018944846,41.308596296202005,3.074772981795435,9.795245833333334,2.194212699511321,108.43333333333335,,,-27.7409840103225
1012,2020-06-09,1.6117615403538714,16.319694724535996,1.5486597344337107,9.9349875,1.3106000040133332,54.34166666666667,,,-28.2387616548348
1013,2020-06-10,-1.763847820979139,47.38330001001834,5.028389914392456,14.547087499999998,1.591525179027841,203.31499999999997,,,-27.0960483205755
1014,2020-06-11,0.5396948398939462,59.4897341388889,6.706329406145618,16.814743749999998,1.3740254917164583,185.94145833333337,,,-26.3562840971349
1015,2020-06-12,-0.5753281720430556,43.11678163787251,5.511154125551467,14.411814583333332,1.8140793308494447,100.99041666666669,,,-27.9758313753462
1016,2020-06-13,,57.59044489052505,3.60231493072604,10.974622916666668,2.459249164710853,130.71895833333332,,,-27.8289626452626
1017,2020-06-14,-2.763124625064188,44.5534863694352,3.4381135688246527,9.178556250000002,1.2435510568692283,138.89499999999998,,,-27.5118306261425
1018,2020-06-15,1.819978487405831,31.56472204362637,3.111896287512112,10.997308333333331,1.0915724085297718,75.496875,,,-27.6261070158572
1019,2020-06-16,-1.421954079750168,53.64798210800822,2.365348184967218,9.81365,1.3505215653030977,161.41937499999997,,,-27.6174949088991
1020,2020-06-17,-3.417497604620445,75.8560587467758,4.842875573814473,11.48661875,2.067470238600824,169.70395833333333,,,-27.8413187834406
1021,2020-06-18,0.059840084997663266,79.35573799115075,7.92193390923506,15.637008333333336,1.8901542380257086,320.40342105263164,-90.8025629496375,,-27.9150908350067
1022,2020-06-19,1.526693736119351,76.80305727142854,11.690879675231928,19.590008333333333,1.8600122069450118,254.05813953488376,-72.595399407071,,-27.6910420852698
1023,2020-06-20,1.816496457821276,52.830780937793804,10.643641992279209,19.31361458333333,1.720256036478208,88.24062499999998,-111.682878590411,,-27.9067524249869
1024,2020-06-21,1.6855816638141674,65.25235013680556,5.82353987110405,16.02346041666667,2.0110855326880626,213.9739583333333,,,-27.3922345497372
1025,2020-06-22,0.20942336793959604,83.12336431799035,9.551959820251,17.29483541666667,2.0280527309076484,227.83208333333334,,,-27.4065720908724
1026,2020-06-23,1.149584050056035,68.09803950692744,16.45812669900265,23.466324999999998,1.7062897185130534,228.17444444444445,,,-27.8350759147374
1027,2020-06-24,0.053651018754210265,68.90630465621267,13.635999871772706,22.337831249999997,2.259235185945838,158.08583333333334,,,-27.0452222066164
1028,2020-06-25,2.600663260065145,67.01443791385078,8.9908295005477,19.0038625,2.1194028372075775,233.11125,,,-28.0339789279886
1029,2020-06-26,1.5496994694622845,62.869232722759584,12.263248907072404,21.927962500000003,2.237278265885622,233.87270833333324,,,-27.1442325508222
1030,2020-06-27,0.1572279093729604,55.02506696944443,8.614504469080755,18.085560416666667,3.0954954575094327,215.87562499999999,,-12.4873976417466,-26.7781559542716
1031,2020-06-28,-0.8753374312500005,50.52569546362434,4.960708204789989,12.588704166666666,3.0016028728821635,97.09500000000001,,,-27.9977464706297
1032,2020-06-29,-1.3105447664207643,43.53786858552349,4.651331084878826,13.640714583333336,2.230273199617641,152.35458333333335,,,-26.9804756948992
1033,2020-06-30,-1.4487096591428772,40.37407620838675,5.269885711743946,14.664504166666665,2.8633918937162854,171.4870833333334,,,-28.7550746259873
1034,2020-07-01,-2.3257821441644078,41.02500702771102,3.7757865996428115,11.87218333333333,2.0290468382969205,128.78500000000005,,,-26.4342780781137
1035,2020-07-02,-1.7266181797771332,35.823278473014,4.16209909867247,12.57082916666667,1.7915774877414208,135.64125,,,-27.5563713831531
1036,2020-07-03,-2.6104017785729248,44.078285158263334,5.59924899040374,13.566510416666661,1.83821923735185,225.079375,,,
1037,2020-07-04,-1.7668726463324447,48.25387550615079,6.333953891323958,15.054341666666668,2.0134610268825512,179.4879166666667,,,-27.3802751353432
1038,2020-07-05,-0.39082640625229664,51.57612390451691,6.89532425872332,15.2802,2.0338038106786342,220.4510416666667,,,-27.0856265686676
1039,2020-07-06,-3.0356772176728657,47.338144631865184,6.332157244259577,15.139145833333338,2.458505158302017,219.04479166666667,,,-27.3257190311605
1040,2020-07-07,-2.6496489287787646,45.58842142592592,4.8958196749490765,13.854504166666672,2.636147305608128,163.30104166666663,,,-28.8736242571739
1041,2020-07-08,-2.673059524586933,51.76884188541336,4.7140960754077375,13.836706249999997,1.6464947202928946,202.95291666666665,,,-27.3710478068581
1042,2020-07-09,-2.395773557687098,40.98575240513394,5.763542168541446,15.283556249999997,1.7699175911610148,121.10000000000002,,,-27.2483666972243
1043,2020-07-10,0.9006639225624541,62.616554423379625,8.005127919784838,17.27965416666666,1.753278232661655,226.7804166666667,,,-27.1589910209062
1044,2020-07-11,0.05968750232715825,64.20933601180302,9.611824243466677,17.74166875,2.1098093960670448,217.54,,,-27.5464949370322
1045,2020-07-12,0.005252812866729943,50.16638604722221,6.771838343315135,16.735543749999998,2.3820296884177856,175.463125,,,-26.7322740457739
1046,2020-07-13,-1.2480270379689953,71.14410184806094,8.609942589013995,16.014837500000002,1.9593380342634372,226.65874999999997,,,-27.5529354217797
1047,2020-07-14,1.817674539074942,73.39778628935187,12.24242190218277,18.365933333333334,1.8712867910081743,219.17041666666663,,,-27.6837456659527
1048,2020-07-15,,67.88620656330276,15.429992157326195,20.886181250000003,2.0881815486305157,231.5826086956522,-100.091916295583,,-27.525001395794
1049,2020-07-16,1.103247958816044,65.39521106250005,13.019866347212547,21.725672916666667,2.1127774225235543,223.49166666666665,,,
1050,2020-07-17,-1.8267616007086838,57.106623512708346,8.522287589603238,18.692789583333333,2.8589689005706163,207.07062499999995,,,-26.2453398322323
1051,2020-07-18,-1.161476851555231,57.93248323259468,8.132093536094686,16.272870833333332,1.7998760042605266,221.97270833333334,,,-26.2376944516633
1052,2020-07-19,2.8542674423265955,58.91607618402778,14.438510930295939,21.612624999999998,2.009923571785946,218.1866666666667,-90.2448782079788,,-26.6633325371411
1053,2020-07-20,2.6165939910111176,69.91549744008539,15.97126678004836,23.693343750000007,1.7161597468660341,215.96604166666665,,,-26.9000880125592
1054,2020-07-21,1.598205040567053,70.03171822510524,14.913267892182654,24.060047916666665,2.0283759285517906,218.85895833333336,,,-27.268134631949
1055,2020-07-22,-0.12067033988801451,64.80400531666668,10.67481617771454,20.963512499999997,2.2018271884016976,195.54520833333333,,,-26.8768185523503
1056,2020-07-23,0.012989207858407995,62.33652064489851,8.949679750803687,18.207175000000003,2.4033708174837485,221.13875,,,-26.7267262259324
1057,2020-07-24,-2.667448792331591,53.3700269336247,6.460578686651316,15.390970833333334,2.695520298694067,188.09458333333336,,,-26.8092842472124
1058,2020-07-25,-0.28003723174011824,60.350515376388906,8.206388701343188,15.705631250000001,1.9234203773155063,205.69041666666666,,,-25.9648741937403
1059,2020-07-26,2.2573826637413412,78.92244204827712,15.88640978300028,21.387270833333336,2.4695753870766697,208.30791666666664,,,-26.4629993185588
1060,2020-07-27,3.42538730100909,83.05830333630952,,25.297500000000003,1.636918072376841,205.0846808510638,,,-27.0989105430117
1061,2020-07-28,3.0493527415054085,75.22046452046571,,25.574033333333336,1.9560188917916197,200.66145833333334,-75.2246184394934,,-26.8803516086354
1062,2020-07-29,1.7315344156681007,65.46478925259059,16.00188328628952,22.549895833333338,1.7846177160364878,196.53595744680848,-92.5643444241861,,-26.6861460762819
1063,2020-07-30,2.4600198507465274,70.2221003786158,,25.313779166666663,1.7942674516711172,198.53479166666668,,,-26.9508055555234
1064,2020-07-31,,66.78895994738245,,24.979518750000008,1.842187076566337,204.8741666666667,-78.9733576740466,,-26.969844467206
1065,2020-08-01,-1.1850663230324747,62.29561530880161,12.638812518397536,21.134658333333334,1.7482354832163642,121.98416666666664,,,
1066,2020-08-02,-0.17400428576875385,68.51223808306624,10.588690010206781,19.72523333333334,2.152507972061638,197.7654166666667,,,-26.4156911526134
1067,2020-08-03,-1.0542120724182371,62.68803735370369,11.125120682779384,20.065739583333333,1.8631966018155326,200.24,,,-27.0616618632256
1068,2020-08-04,-0.3850662398476254,74.23665552994791,11.26516239128572,20.15537083333334,1.67451345088974,199.73999999999998,,,-26.8081201013074
1069,2020-08-05,0.93232412876972,59.28793005833477,11.342216394085026,21.239729166666667,2.066007744052925,197.46729166666668,,,-26.4710724100978
1070,2020-08-06,-2.58921677274379,49.80540474245118,8.032785684733168,17.018691666666665,2.454535041695985,105.44979166666666,,,-27.4144452701427
1071,2020-08-07,-0.4705227663144091,64.44464891055418,7.455933921337326,15.267175,2.046011849900863,194.98791666666662,,,-26.2271057714346
1072,2020-08-08,-2.274202318416464,65.6613688743853,8.37118985056419,17.36422291666667,2.4018984024530066,211.99187499999996,,,-26.1419512517604
1073,2020-08-09,-0.05123261428729287,60.66406477241161,9.939625431943037,17.40974375,2.2529176180902737,193.37875000000005,,,-26.2211989320132
1074,2020-08-10,2.5214154112475065,63.03122320277777,14.329043843784653,20.642720833333332,2.0363937586089436,192.61520833333336,,,-26.5771145829059
1075,2020-08-11,1.0208588427977692,59.86735595196024,11.68724639862092,19.416104166666667,2.4042196419638726,177.6087234042553,,,-26.5749252927193
1076,2020-08-12,-2.183532054342138,55.932458105194634,9.11065733930887,15.715252083333334,2.098215134378083,165.96562500000002,,,-27.2247858223349
1077,2020-08-13,-1.8334911359278474,60.22474192531168,7.505847686665073,14.228777083333334,1.967153179440538,182.95833333333337,,,-26.4370294648006
1078,2020-08-14,-0.5098923043664497,64.96781081249999,12.824258340500414,17.784658333333333,1.5668329527450986,182.32104166666667,,,-25.8576687914108
1079,2020-08-15,1.8361035455982764,64.49965002380952,,23.31420000000001,1.8792345403911073,177.78312499999996,,,-26.9846844150585
1080,2020-08-16,2.1280170494503046,78.92161004375001,,26.128927083333334,1.5622073114878097,124.27562500000003,,,-25.470655993584
1081,2020-08-17,1.7613656323017304,65.29886872946427,,25.200597916666666,1.3752891598853783,168.72625,,,-27.0073365832215
1082,2020-08-18,-0.16205793933517593,52.95885843055557,16.448923877947177,23.689937499999996,1.8009627572540905,176.9729166666667,,,-26.6623043762895
1083,2020-08-19,1.2553320359448443,56.82914717546297,12.896097452616175,21.286881249999997,1.8276568612133666,166.45391304347828,,,-27.6433719061431
1084,2020-08-20,0.6960559973854358,62.49713579126985,12.742487288104797,21.1594375,2.1634382398828356,147.26125000000002,,,
1085,2020-08-21,0.3087534876069939,27.374073731705888,6.1747057728107295,18.786764583333333,1.4269106970132146,117.92041666666667,,,
1086,2020-08-22,-0.3778626270432654,60.82193305719991,6.06512250032961,16.32326666666667,1.593344561127326,211.71063829787232,,,-27.2496586954859
1087,2020-08-23,-0.4114271169835151,45.9871892080288,8.438826222774638,18.167654166666672,1.5900516155373676,169.60999999999999,,,-26.9492663034656
1088,2020-08-24,-1.404066649037144,52.8897808118926,9.652488458343507,18.473787499999997,1.9391915741004435,175.85382978723408,,,
1089,2020-08-25,1.0739131645437243,60.9501225593254,9.603716332019202,18.376125000000002,1.9163127933673054,174.17333333333337,,,-27.1945604494501
1090,2020-08-26,-0.2824652537724549,48.82151564337051,9.950773789357287,17.704866666666664,1.828377963539909,161.56020833333335,,,-27.1475504107439
1091,2020-08-27,-0.03257186742889201,42.741670081209406,11.339533093750122,18.351691666666667,1.952402644855436,162.4459574468085,,,-26.2676302216507
1092,2020-08-28,0.0024842719683689923,39.02721287830649,11.073121998581705,18.43802291666667,2.047449376926617,156.66583333333335,,,-26.3357345006692
1093,2020-08-29,-1.9590463696701557,37.082084412499995,8.935987062422507,17.803212499999997,2.429661237775909,143.48979166666666,,,-27.1415832213685
1094,2020-08-30,-3.3724647753185883,40.42951791401516,7.654530751456565,14.136887500000002,1.8192946490631179,154.02979166666665,,,-26.8007096351493
1095,2020-08-31,-1.8675556259818344,42.66359597777777,7.377273655580065,16.284947916666667,2.5678759243157345,142.8166666666667,,,
1096,2020-09-01,0.12701691747437657,45.929274920707066,9.056282554973754,17.740020833333332,1.781117181988476,163.37270833333332,,,
1097,2020-09-02,1.984987543706063,30.158693036994254,13.154787688553176,21.686520833333333,1.9481281656738216,149.13041666666666,,,-26.1735401285163
1098,2020-09-03,1.332551931779968,6.894233326143798,16.09235507208164,22.82748333333333,1.735630077294805,146.26854166666666,,,-26.9942948062509
1099,2020-09-04,-0.016423330406516137,10.957208418452382,15.194008580481032,22.973535416666667,1.6578547483631005,132.9655319148936,,,
1100,2020-09-05,2.164148107662695,-1.2593530408781126,10.349560155322516,20.10147708333333,1.8996514520838368,138.71208333333334,,,
1101,2020-09-06,-0.8397633358177835,13.716223861855157,9.583618789592995,18.46814583333333,1.5881098411771506,139.65208333333334,,,-28.1766685911037
1102,2020-09-07,1.1161123774283535,-5.179068769527118,14.541338494172484,21.57021875,2.229383737181973,101.04208333333334,,,-28.2802205095371
1103,2020-09-08,0.9199507302898091,7.128844242058033,15.619715171875644,17.440967500000006,,157.603,,,
1104,2020-09-09,0.25522039213319686,20.858890645833338,,19.837710416666663,,110.66127659574467,,,-28.6218222529402
1105,2020-09-10,-0.14332923469218906,13.511986352020202,,21.627693749999995,2.491980715861797,148.30675000000002,,,-28.7762997643802
1106,2020-09-11,2.9902443007003803,14.488773244642855,13.050496461434749,17.91221458333333,1.2034609102237694,-22.3791304347826,,,
1107,2020-09-12,-1.0491206401000446,-1.7506427812500014,7.792346263042602,15.064289583333336,0.8223341463483592,10.012291666666657,,,
1108,2020-09-13,0.9178109341373956,-0.6049864791666665,6.127578123895927,14.451097916666669,0.8683461123929755,32.69500000000001,,,
1109,2020-09-14,-0.05793605153942496,3.7614129677546297,6.135826765776382,15.806729166666665,0.8299335536103304,40.84666666666668,,,-29.501580509289
1110,2020-09-15,0.24427751268449438,8.648302903457937,11.192452845851571,18.332510416666665,0.9124570822601134,30.654166666666654,,,
1111,2020-09-16,0.10463394667017284,4.111985446421989,7.941485784331145,16.804581250000002,1.1200997839599884,15.048750000000005,,,
1112,2020-09-17,-0.6430285669732881,3.9947758017778603,6.337861286893393,16.555004166666667,0.9181614544472012,34.19270833333333,,,
1113,2020-09-18,1.7811535165965797,-1.1593159342554207,3.846306146902707,16.17132708333333,1.6279474663596825,-1.864166666666671,,,
1114,2020-09-19,2.677197031099407,-0.18863659227626928,2.159132479541924,13.492304166666669,1.339713501486191,63.077291666666675,,,
1115,2020-09-20,2.4234145594866043,17.067294688616382,1.8574808077698997,13.057264102564108,1.0393372990775758,80.42230769230768,,,
1116,2020-09-21,2.1712115711148146,16.349445031899467,3.6392881492786007,13.549351351351351,1.3388840229223569,-16.847027027027018,,,
1117,2020-09-22,0.9828468336063709,12.143813356376457,5.94706800893345,16.060133333333336,1.587504809396476,98.92166666666667,,,
1118,2020-09-23,3.413107640050136,7.88234933357703,2.9792748796171047,14.737912499999998,1.046110150551803,17.82687500000001,,,
1119,2020-09-24,,13.582930932402506,1.2752355141905791,13.340677083333334,1.6578228386193485,46.64645833333333,,,
1120,2020-09-25,,10.722726364092056,0.7133398667419935,11.842964583333329,1.8494014474116731,60.016458333333325,,,
1121,2020-09-26,2.2670900729341334,23.696708947309176,1.396142732881683,11.515316666666665,1.97070954810116,91.484375,,,
1122,2020-09-27,2.4279418299571542,35.976295423943235,3.445756979161681,12.691310416666667,1.539488381833219,165.44625,,,
1123,2020-09-28,0.4083807113016437,23.125955018750005,6.701217353747777,13.880766666666666,1.9197935552632395,101.1275,,,
1124,2020-09-29,0.8645597023499022,33.3187400568548,11.074416718111147,16.996041666666667,1.8488241722824865,94.80499999999999,,,
1125,2020-09-30,2.595120491935256,26.701772117868646,9.075540138862404,16.777377083333338,1.2384551222851032,72.5925,,,-26.5331367646027
1126,2020-10-01,2.768618532720684,32.61452583772668,9.236716553130812,,,,,,
1127,2020-10-02,2.019550229548997,30.420855356912558,7.9906708851121975,,,,,,
1128,2020-10-03,0.6969941960934811,33.33199243023592,8.629948090563625,,,,,,
1129,2020-10-04,0.35834726111931303,26.08660738163597,7.6296753608462735,,,,,,
1130,2020-10-05,0.7411711740949669,20.98243954397262,5.925909433600797,,,,,,
1131,2020-10-06,2.4700086567562436,9.507820526126135,7.788590792698183,,,,,,
1132,2020-10-07,1.2121763418302536,5.128901230139259,6.235594935615809,,,,,,
1133,2020-10-08,0.8725710617131792,12.191773446301935,4.3146459142397555,,,,,,
1134,2020-10-09,1.5530614857176133,19.999297175521033,4.491260183601889,,,,,,
1135,2020-10-10,1.751326941828954,2.8405557670827206,2.8295493631982715,,,,,,
1136,2020-10-11,0.3345830497760081,-3.8546445034616696,0.3507769310991637,,,,,,
1137,2020-10-12,0.30454898362423527,16.41671627203825,3.5093448686161506,,,,,,
1138,2020-10-13,3.0932582530577206,4.043212662748167,1.6667777012737437,,,,,,
1139,2020-10-14,1.9092113346963162,10.81754409574434,2.72259669427881,,,,,,
1140,2020-10-15,-1.1701429314741074,21.76017941055648,2.6692218134827286,,,,,,
1141,2020-10-16,0.07869677025159029,18.714119828901453,2.1119878593810752,,,,,,
1142,2020-10-17,0.5166164689016435,40.5177392319392,3.6553347730251606,,,,,,
1143,2020-10-18,0.866470067585427,14.9560390933003,2.950017288434801,,,,,,
1144,2020-10-19,1.78313912831934,43.22044484042175,3.3517037144529986,,,,,,
1145,2020-10-20,1.7805233358807644,23.437625275176213,3.5235020454748667,,,,,,
1146,2020-10-21,0.8363390123905705,9.956769982138738,3.3870618335377425,,,,,,
1147,2020-10-22,-1.3109564001507348,21.6075073976218,2.1072066218197,,,,,,
1148,2020-10-23,-1.5280032659455565,3.6145352454789683,1.5244958709432221,,,,,,
1149,2020-10-24,-0.2668614419410782,-3.0911615552448333,0.6234823100701844,,,,,,
1150,2020-10-25,-1.8864460411579191,15.89343515593941,3.046696499028503,,,,,,
1151,2020-10-26,-1.8284050363037307,23.56383381197794,3.3411322722149888,,,,,,
1152,2020-10-27,-3.2039337030287762,33.165710473492396,2.8929188943008253,,,,,,
1153,2020-10-28,-1.3216543034404509,28.203832766809978,2.870580021121894,,,,,,
1154,2020-10-29,-1.2007996597885777,33.26258938517363,2.404616469832495,,,,,,
1155,2020-10-30,0.8421764357459217,16.22259216992534,2.308729448105041,,,,,,
1156,2020-10-31,-1.252814472734645,24.73524211839951,2.8370344503149227,,,,,,
1157,2020-11-01,-0.7887584983350774,27.88002297020833,4.215611492382174,,1.8313938233479263,,,,
1158,2020-11-02,-1.1287686579182943,26.53170660388889,2.9114129908138895,,1.2675589263998062,,,,-26.6865618273178
1159,2020-11-03,1.0839276971821434,4.931042324953883,0.7910591096672263,,1.2079563587881714,,,,-27.3197133441885
1160,2020-11-04,0.9930307554002397,26.77531626916139,0.8176753941658094,,2.4986020784573832,,,,-28.0409370588237
1161,2020-11-05,2.8516914511362788,64.03217526885892,2.9042537943339592,13.45977363076076,2.933871730435903,8.344289096320166,,,-27.8017285414991
1162,2020-11-06,0.7250025647354179,-3.0421198086438452,0.12971577453293487,6.900951408693145,1.4552505875305066,19.382875195409664,,,-28.2515097980395
1163,2020-11-07,0.07585436674294163,-2.1878562162473085,0.2764134797402836,3.5500338163463714,1.0977336145133338,30.20465394094755,,,-27.6982867751473
1164,2020-11-08,-1.8335064719132372,-5.855655715942029,0.4475785347481534,0.5492627027270971,1.038737604862318,31.110490101960355,,,-28.2681910414111
1165,2020-11-09,-0.2680822481010971,8.27294945,0.46817762420499753,0.39805459484248223,0.8454208497425114,31.046411592033078,,,-28.3881725780306
1166,2020-11-10,0.842961384455125,-2.4868751639564777,0.4122379851568603,2.1001453350421673,1.981440680089303,34.442947650190966,,,-27.5274543945638
1167,2020-11-11,-0.46446809657939275,4.801335827081044,0.33426622053325544,3.0934961467113555,1.1361348634592567,42.89962436842424,,,-26.8024080061932
1168,2020-11-12,-0.022329208949577184,4.937818462499999,0.36416189494439605,1.6671413725846074,0.7486270030609835,19.425986068831147,,,-28.6953391696302
1169,2020-11-13,2.4409089959817933,17.395320085154278,0.4758437968986694,3.551466308384501,2.381467653321007,19.697313742940246,,,-28.1697476683388
1170,2020-11-14,,30.229370146584458,0.7861458698727977,3.3840320403438207,2.4580020870786843,11.426259618462717,,,-28.0979345483873
